id,connector_id,resource_kind,external_id,name,description,selected,last_sync_at,node_count,meta,created_at,updated_at
56ce12b4-59a3-49b2-9159-00cc65bdf3f5,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/dnn,ldbtech/dnn,this is neural network project ~ building a lib from scratch for logistic regression neural network ,false,,0,{},2026-05-19 14:42:09.507921-04:00,2026-05-19 15:52:12.677140-04:00
abadab0d-cd70-4236-a4bd-e95ed9aae50c,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/yourBlockChain,ldbtech/yourBlockChain,,false,,0,{},2026-05-19 14:42:09.510609-04:00,2026-05-19 15:52:12.677140-04:00
c52f6c95-c9d1-43b2-a0e5-08fb775d52dd,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/unit1,ldbtech/unit1,,false,,0,{},2026-05-19 14:42:09.513245-04:00,2026-05-19 15:52:12.677140-04:00
e62640b3-f1d7-4e95-920e-ea7641a748de,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/prework-repo,ldbtech/prework-repo,,false,,0,{},2026-05-19 14:42:09.515829-04:00,2026-05-19 15:52:12.677140-04:00
d03b5a20-fe93-4d7d-9ad2-12e49e4fb755,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,TimOgden/Neural-Night-Vision,TimOgden/Neural-Night-Vision,HackBU 2019 Hackathon competition,false,,0,{},2026-05-19 14:42:09.521017-04:00,2026-05-19 15:52:12.677140-04:00
183d91ca-a7d7-41f0-be29-54165692721a,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/Final-Lab-Assembly,ldbtech/Final-Lab-Assembly,Program has three parts using coprocessors to use Real Numbers.,false,,0,{},2026-05-19 14:42:09.523609-04:00,2026-05-19 15:52:12.677140-04:00
dd2359ca-3750-4b9e-bad4-a52f4c09560c,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/fluvio-graph,ldbtech/fluvio-graph,Knowledge Graph for DE ,false,,0,{},2026-05-19 14:42:09.352027-04:00,2026-05-19 15:52:12.677140-04:00
98e4e8e3-2a90-4a69-94ca-19002e070d95,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/vowayage-backend2.0,ldbtech/vowayage-backend2.0,,false,,0,{},2026-05-19 14:42:09.365656-04:00,2026-05-19 15:52:12.677140-04:00
20f2ec08-6333-4a63-9281-93e8cd983359,32c486c3-291f-468a-8e05-5b8691dfbe8c,github_repo,ldbtech/vowayage_mobile,ldbtech/vowayage_mobile,Mobile Dev for Vowayage - SwiftUI,false,,0,{},2026-05-19 14:42:09.369870-04:00,2026-05-19 15:52:12.677140-04:00
94e49ecd-4bcb-4ab4-aaea-be624c1011bc,d01f9c88-b44c-441a-b5d6-d6060a565d9d,notion_page,36689345584e806ca330d24ee4cb8fb0,Page 36689345,,false,,0,{},2026-05-23 20:51:29.626096-04:00,2026-05-23 20:51:42.422620-04:00
bd9afe22-4e38-4188-95a8-f7b6dc035924,d01f9c88-b44c-441a-b5d6-d6060a565d9d,notion_page,36689345584e80ddb012efd04b32e680,Page 36689345,,false,,0,{},2026-05-23 20:51:29.636267-04:00,2026-05-23 20:51:42.422620-04:00
